Neuron,FPS,Peak Intensities,Distances,Peak Location (s),Peak Value,Amplitude,FWHM (s),Mean Rise Rate (s^-1),Stdev Mean Rise Rate(s^-1),Peak Rise Rate (s^-1),Mean Fall Rate(s^-1),Stdev Mean Fall Rate(s^-1),Peak Fall Rate (s^-1),Cell Info,,,,,,,,,
1.349426,1.051819,0.999052,1.026261,1.272195,0.91466,0.935276,0.975799,0.934974,0.79641,0.714461,0.899786,0.898795,0.785003,0.837975,1.098808,0.80709,0.857561,1.009427,0.880762,0.961681,0.747906,0.783296,1.128427
1.304341,1.016686,0.967005,0.965503,1.238951,0.881527,0.921559,0.944496,0.870233,0.756237,0.68172,0.877343,0.858135,0.749184,0.804119,1.069618,0.788414,0.834432,0.986795,0.855782,0.935118,0.711841,0.760879,1.104149
1.322598,1.010168,0.987052,0.951829,1.241665,0.887029,0.916302,0.932722,0.897409,0.767529,0.685129,0.878224,0.865732,0.770982,0.798991,1.075064,0.789896,0.820267,0.976443,0.863128,0.945152,0.733774,0.759221,1.108658
1.293869,1.00543,0.968059,0.948883,1.229763,0.887194,0.898018,0.942301,0.858905,0.757168,0.682935,0.864759,0.849436,0.751493,0.810265,1.066994,0.786319,0.810842,0.966936,0.861696,0.92933,0.723766,0.766359,1.085126
1.264579,0.94303,0.916107,0.874355,1.184354,0.829947,0.885767,0.882031,0.797897,0.725028,0.6492,0.842193,0.821277,0.709494,0.749266,1.020285,0.74567,0.747059,0.927015,0.829415,0.895154,0.690746,0.716053,1.072565
1.318083,0.997279,0.958219,0.946291,1.255842,0.895668,0.901683,0.930551,0.865214,0.753624,0.693933,0.880705,0.867811,0.771854,0.820701,1.075495,0.795535,0.823513,0.987947,0.862536,0.934798,0.738121,0.75716,1.112758
1.410457,1.070849,1.029429,0.996022,1.30162,0.969681,0.946913,0.968766,0.96283,0.809197,0.752328,0.924692,0.915743,0.82609,0.885625,1.128819,0.854438,0.931352,1.047702,0.92384,0.986949,0.783507,0.801766,1.171305
1.39621,1.081349,1.039155,1.02478,1.322303,0.981867,0.951721,0.989583,0.949233,0.805948,0.755655,0.930428,0.928659,0.849455,0.88939,1.141033,0.863503,0.956459,1.043099,0.933485,1.006886,0.80159,0.81065,1.182125
1.425284,1.078075,1.030128,1.023356,1.326155,0.998037,0.957758,1.005469,0.992706,0.824594,0.762359,0.94022,0.944098,0.853766,0.895156,1.14102,0.855755,0.942903,1.028041,0.928939,1.009255,0.798124,0.812053,1.204014
1.412908,1.066497,1.031866,1.017339,1.31501,0.981284,0.962477,0.995721,0.969198,0.821403,0.762741,0.936082,0.934144,0.843189,0.885605,1.139031,0.852831,0.942075,1.030016,0.943527,1.010219,0.781874,0.811271,1.161453
1.396966,1.084443,1.027909,1.050204,1.32585,1.000248,0.958901,0.995706,0.976012,0.831724,0.787762,0.931228,0.943346,0.84842,0.909183,1.145554,0.865923,0.970498,1.044144,0.937472,1.012383,0.785445,0.82245,1.164965
1.413716,1.074867,1.030897,1.052241,1.354893,1.013873,0.968377,0.98789,0.977466,0.821465,0.794333,0.94649,0.936965,0.875356,0.901597,1.137407,0.871934,0.94559,1.07559,0.947352,1.018389,0.786167,0.825138,1.180291
1.389144,1.092921,1.03797,1.039888,1.346321,1.005964,0.973029,0.989564,1.001989,0.817142,0.779589,0.943617,0.935862,0.861603,0.895604,1.136794,0.866759,0.960263,1.090552,0.937972,1.017424,0.7793,0.817726,1.182699
1.40353,1.087887,1.043081,1.040084,1.352766,0.995928,0.962048,1.002163,0.992818,0.81439,0.789749,0.944839,0.946011,0.856866,0.904183,1.153806,0.867836,0.948623,1.091938,0.966753,1.014686,0.784523,0.816974,1.197609
1.395908,1.085839,1.032351,1.029862,1.33503,1.000605,0.97061,1.003176,0.97579,0.820674,0.786944,0.939058,0.949821,0.867632,0.885041,1.145377,0.867368,0.934072,1.099618,0.962898,1.00203,0.772962,0.809058,1.178024
1.402195,1.070869,1.045358,1.022906,1.3329,0.98705,0.966594,0.998469,0.999651,0.806508,0.786703,0.941219,0.928452,0.863189,0.893983,1.140684,0.892757,0.932701,1.110837,0.973412,0.995694,0.773997,0.802437,1.192065
1.391768,1.072865,1.047801,1.030901,1.353767,1.013366,0.975531,1.009841,1.025781,0.822139,0.782664,0.943652,0.936443,0.839587,0.912657,1.170389,0.89398,0.95213,1.108069,0.968015,1.018565,0.786296,0.818507,1.198892
1.40385,1.115931,1.048801,1.039078,1.351513,0.986611,0.99064,1.004001,1.037494,0.83314,0.78791,0.944517,0.945376,0.85103,0.902001,1.162007,0.881075,0.959129,1.10308,0.953882,1.022631,0.790372,0.817408,1.216051
1.373739,1.101921,1.067414,1.052939,1.316543,0.980075,0.979702,1.007631,1.002358,0.824894,0.747529,0.934959,0.921293,0.83623,0.896391,1.146734,0.857161,0.9289,1.059093,0.945127,1.01177,0.783063,0.812565,1.226843
1.386416,1.079027,1.030992,1.050307,1.335959,0.99606,0.988648,0.995565,1.03837,0.813046,0.75347,0.933947,0.928788,0.84745,0.884876,1.135161,0.853837,0.934195,1.04349,0.929281,1.015924,0.780813,0.805987,1.225609
1.395664,1.067737,1.035353,1.06741,1.334073,0.989999,0.964425,0.990887,0.985232,0.819541,0.756333,0.934402,0.942681,0.844835,0.893448,1.142039,0.854625,0.943734,1.040143,0.925978,1.023359,0.788814,0.804792,1.223233
1.376225,1.086265,1.030858,1.045519,1.361583,0.984828,0.973586,0.981305,0.986398,0.817065,0.742315,0.923665,0.923887,0.858269,0.885106,1.124472,0.840427,0.944221,1.039774,0.941884,1.019578,0.771664,0.804331,1.205569
1.384982,1.062932,1.029917,1.043568,1.358076,0.992341,0.958424,0.983692,0.990585,0.813149,0.739645,0.929634,0.926798,0.874272,0.883993,1.135405,0.853152,0.95302,1.038162,0.945391,1.02817,0.781504,0.798911,1.185463
1.373239,1.06692,1.018255,1.036435,1.352826,0.978933,0.973117,0.99002,0.960558,0.801623,0.735651,0.922827,0.910838,0.847296,0.877483,1.11973,0.833851,0.95993,1.036667,0.925395,1.026534,0.777476,0.797677,1.164165
1.384548,1.065256,1.015426,1.043304,1.341806,0.989129,0.968218,0.98744,0.982284,0.8149,0.733474,0.92981,0.920456,0.854545,0.88538,1.126242,0.850738,0.948661,1.0482,0.933024,1.028063,0.770819,0.796437,1.179345
1.364349,1.043539,1.002283,0.997579,1.306045,0.966633,0.954024,0.983859,0.96927,0.800629,0.731893,0.915105,0.911479,0.828885,0.866795,1.115923,0.829288,0.913547,1.019203,0.906863,1.008519,0.762133,0.784202,1.170946
1.376136,1.069934,1.018379,1.019766,1.310889,0.967117,0.954534,0.974298,0.97513,0.805879,0.733234,0.926437,0.916738,0.819951,0.875741,1.126448,0.836508,0.927197,1.031062,0.909653,0.999294,0.770866,0.79153,1.209573
1.364128,1.054202,1.009168,1.018101,1.300637,0.966827,0.930202,0.968694,0.963313,0.795817,0.73452,0.923538,0.92412,0.819487,0.872139,1.124144,0.836146,0.913756,1.032473,0.907589,0.988817,0.757914,0.792712,1.216107
1.383703,1.047283,1.001181,1.040998,1.336999,0.952301,0.936749,0.966998,0.978339,0.794364,0.729333,0.91522,0.904161,0.80904,0.870579,1.11669,0.841439,0.941806,1.022568,0.918619,0.988981,0.757434,0.787401,1.221241
1.379168,1.049773,1.009496,1.055695,1.312961,0.966979,0.942015,0.973701,0.94072,0.791973,0.729442,0.927942,0.900856,0.812992,0.865824,1.115011,0.839953,0.919976,1.011783,0.916147,0.985987,0.751416,0.787029,1.215461
1.369743,1.062184,1.018429,1.053166,1.321434,0.975114,0.935566,0.954599,0.964871,0.795984,0.749721,0.915628,0.914302,0.835547,0.870329,1.109797,0.834861,0.929116,1.024037,0.915675,0.992681,0.751705,0.79233,1.20107
1.375888,1.064509,1.00137,1.061094,1.328933,0.970516,0.93416,0.990021,0.958257,0.787965,0.748815,0.927189,0.896018,0.817204,0.873382,1.124546,0.847939,0.912624,1.022888,0.904753,0.995929,0.753536,0.787643,1.211141
1.39028,1.061909,1.027386,1.05824,1.331377,0.968822,0.955747,0.994707,0.952083,0.804546,0.740473,0.927887,0.932162,0.830974,0.874754,1.108021,0.845805,0.91704,1.011349,0.92859,0.99427,0.775843,0.789004,1.199322
1.40217,1.046939,1.004413,1.027444,1.330404,0.977795,0.955794,1.005756,0.980599,0.796604,0.730619,0.923623,0.915048,0.832698,0.879534,1.116598,0.842262,0.916734,1.027519,0.906532,0.997065,0.754365,0.777845,1.201333
1.373501,1.023997,0.975473,0.995589,1.316385,0.937357,0.933423,0.97288,0.939752,0.773157,0.719627,0.899958,0.892555,0.806271,0.841034,1.09432,0.822692,0.864884,1.001658,0.906198,0.995624,0.740518,0.768373,1.17551
1.354357,1.03555,0.988471,1.018892,1.347798,0.971719,0.94456,0.977738,0.939494,0.795069,0.732109,0.897735,0.892149,0.819728,0.853381,1.098518,0.814412,0.883076,1.026667,0.896541,0.989667,0.763474,0.764399,1.173848
1.303969,1.000234,0.964151,0.969863,1.311968,0.939373,0.923356,0.956672,0.860253,0.741162,0.713219,0.884167,0.872963,0.819429,0.831679,1.091419,0.809577,0.833307,1.018545,0.888197,0.968744,0.733815,0.741555,1.125041
1.311769,0.988718,0.944818,0.94209,1.281173,0.937534,0.917153,0.968107,0.852073,0.740289,0.691606,0.857321,0.864181,0.794383,0.822425,1.064928,0.781604,0.844179,1.000153,0.878136,0.960126,0.71902,0.736394,1.111579
1.342871,0.992975,0.945535,0.951454,1.286059,0.925223,0.928984,0.961988,0.903722,0.761098,0.700731,0.868371,0.878198,0.795661,0.824642,1.069094,0.799432,0.84592,0.987032,0.882713,0.959027,0.727018,0.744145,1.133642
1.331479,0.996682,0.934138,0.943377,1.280726,0.925312,0.925633,0.956109,0.875489,0.749889,0.690937,0.87006,0.861162,0.785343,0.812865,1.058894,0.799138,0.833796,0.987251,0.883334,0.963621,0.713373,0.742754,1.129312
1.366886,1.000293,0.961715,0.976661,1.304636,0.943272,0.928469,0.966264,0.898538,0.753735,0.695765,0.882699,0.86593,0.802476,0.831189,1.074489,0.799358,0.860909,1.004832,0.884187,0.967511,0.738822,0.750942,1.133549
1.395207,1.038998,0.985058,0.989974,1.316603,0.97275,0.958566,1.005545,0.954201,0.774592,0.70575,0.905705,0.890698,0.842625,0.860189,1.104418,0.822047,0.890715,1.020296,0.903091,0.987446,0.749433,0.773324,1.158236
1.384692,1.055706,1.00402,1.015869,1.325653,0.979857,0.954844,0.990715,0.953446,0.793537,0.73573,0.918386,0.911502,0.871133,0.878878,1.105059,0.836879,0.909271,1.020889,0.911327,0.981673,0.76016,0.775151,1.151621
1.390143,1.06727,1.011049,1.008751,1.323833,0.985493,0.95333,1.016882,0.94733,0.801676,0.746291,0.920717,0.926846,0.862217,0.890014,1.126763,0.838716,0.907109,1.009692,0.91052,0.989158,0.774342,0.785788,1.143875
1.387154,1.060306,1.032535,1.029576,1.321777,0.978794,0.94317,1.034198,0.94533,0.815855,0.76534,0.923348,0.935984,0.849308,0.887486,1.129209,0.841225,0.926035,1.030893,0.922662,1.000557,0.772841,0.793469,1.187071
1.371331,1.056491,1.01133,1.041442,1.318517,0.965053,0.964714,1.023673,0.961689,0.802067,0.75291,0.92601,0.910465,0.844158,0.895637,1.132457,0.85566,0.922008,1.031345,0.909764,1.01359,0.762018,0.783323,1.166326
